target,condition,source_context,n_source_perturbed_cells,n_source_batches,n_source_control_cells
hepg2,CWC15+ctrl,RPE1,57,36,11485
hepg2,CWF19L2+ctrl,RPE1,58,35,11485
hepg2,DARS+ctrl,RPE1,30,25,11485
hepg2,DDB1+ctrl,RPE1,74,40,11485
hepg2,DDX10+ctrl,RPE1,32,26,11485
hepg2,DDX23+ctrl,RPE1,168,50,11485
hepg2,DDX41+ctrl,RPE1,30,28,11485
hepg2,DDX46+ctrl,RPE1,95,43,11485
hepg2,DDX5+ctrl,RPE1,196,55,11485
hepg2,DDX52+ctrl,RPE1,34,21,11485
hepg2,DDX55+ctrl,RPE1,76,38,11485
hepg2,DENR+ctrl,RPE1,77,37,11485
hepg2,DHX16+ctrl,RPE1,71,40,11485
hepg2,DHX33+ctrl,RPE1,44,29,11485
hepg2,DHX36+ctrl,RPE1,71,42,11485
hepg2,DHX37+ctrl,RPE1,40,25,11485
hepg2,DKC1+ctrl,RPE1,23,20,11485
hepg2,DLD+ctrl,RPE1,71,37,11485
hepg2,DMAP1+ctrl,RPE1,43,30,11485
hepg2,DNAJC17+ctrl,RPE1,73,41,11485
hepg2,DNAJC8+ctrl,RPE1,138,50,11485
hepg2,DNMT1+ctrl,RPE1,102,44,11485
hepg2,DR1+ctrl,RPE1,37,28,11485
hepg2,DSN1+ctrl,RPE1,38,28,11485
hepg2,DTL+ctrl,RPE1,47,34,11485
hepg2,DYNC1H1+ctrl,RPE1,29,24,11485
hepg2,DYNC1I2+ctrl,RPE1,52,33,11485
hepg2,EBNA1BP2+ctrl,RPE1,32,25,11485
hepg2,ECD+ctrl,RPE1,48,35,11485
hepg2,EEF2+ctrl,RPE1,70,39,11485
hepg2,EIF1AX+ctrl,RPE1,52,32,11485
hepg2,EIF2B1+ctrl,RPE1,100,44,11485
hepg2,EIF2B5+ctrl,RPE1,114,48,11485
hepg2,EIF2S1+ctrl,RPE1,75,42,11485
hepg2,EIF2S2+ctrl,RPE1,30,26,11485
hepg2,EIF2S3+ctrl,RPE1,62,38,11485
hepg2,EIF3B+ctrl,RPE1,109,45,11485
hepg2,EIF3E+ctrl,RPE1,46,33,11485
hepg2,EIF3I+ctrl,RPE1,72,40,11485
hepg2,EIF3J+ctrl,RPE1,64,41,11485
hepg2,EIF4E+ctrl,RPE1,65,38,11485
hepg2,EIF4G2+ctrl,RPE1,150,50,11485
hepg2,EIF6+ctrl,RPE1,57,32,11485
hepg2,ERCC2+ctrl,RPE1,94,41,11485
hepg2,ETF1+ctrl,RPE1,84,44,11485
hepg2,EXOC7+ctrl,RPE1,32,21,11485
hepg2,EXOSC2+ctrl,RPE1,42,30,11485
hepg2,EXOSC3+ctrl,RPE1,54,34,11485
hepg2,EXOSC7+ctrl,RPE1,43,27,11485
hepg2,FAM136A+ctrl,RPE1,504,56,11485
hepg2,FAM32A+ctrl,RPE1,44,33,11485
hepg2,FARSA+ctrl,RPE1,57,35,11485
hepg2,FTSJ3+ctrl,RPE1,41,29,11485
hepg2,GARS+ctrl,RPE1,99,43,11485
hepg2,GFER+ctrl,RPE1,67,39,11485
hepg2,GFM1+ctrl,RPE1,1669,56,11485
hepg2,GINS2+ctrl,RPE1,57,32,11485
hepg2,GLE1+ctrl,RPE1,81,42,11485
hepg2,GNL3+ctrl,RPE1,34,26,11485
hepg2,GPN3+ctrl,RPE1,34,28,11485
hepg2,GRSF1+ctrl,RPE1,122,49,11485
hepg2,GTF2E1+ctrl,RPE1,46,33,11485
hepg2,GTF2F2+ctrl,RPE1,55,34,11485
hepg2,HDAC7+ctrl,RPE1,86,43,11485
hepg2,HGS+ctrl,RPE1,44,33,11485
hepg2,HMGCS1+ctrl,RPE1,259,55,11485
hepg2,HNRNPH1+ctrl,RPE1,145,55,11485
hepg2,HSPA5+ctrl,RPE1,64,36,11485
hepg2,HSPA9+ctrl,RPE1,94,43,11485
hepg2,HSPE1+ctrl,RPE1,98,47,11485
hepg2,IARS+ctrl,RPE1,32,26,11485
hepg2,ICE1+ctrl,RPE1,61,37,11485
hepg2,IGBP1+ctrl,RPE1,71,39,11485
hepg2,ILF2+ctrl,RPE1,54,35,11485
hepg2,INO80B+ctrl,RPE1,80,44,11485
hepg2,INTS3+ctrl,RPE1,65,40,11485
hepg2,INTS4+ctrl,RPE1,50,35,11485
hepg2,INTS9+ctrl,RPE1,27,21,11485
hepg2,IPO9+ctrl,RPE1,106,48,11485
hepg2,ISCU+ctrl,RPE1,20,19,11485
hepg2,KANSL1+ctrl,RPE1,27,24,11485
hepg2,KAT8+ctrl,RPE1,53,39,11485
hepg2,KPNB1+ctrl,RPE1,180,53,11485
hepg2,KRI1+ctrl,RPE1,43,30,11485
hepg2,LAS1L+ctrl,RPE1,41,28,11485
hepg2,LETM1+ctrl,RPE1,153,50,11485
hepg2,LSG1+ctrl,RPE1,60,37,11485
hepg2,LSM3+ctrl,RPE1,48,28,11485
hepg2,LSM4+ctrl,RPE1,68,38,11485
hepg2,LSM5+ctrl,RPE1,72,36,11485
hepg2,LSM6+ctrl,RPE1,44,26,11485
hepg2,LSM7+ctrl,RPE1,44,30,11485
hepg2,MAD2L1+ctrl,RPE1,95,44,11485
hepg2,MARS+ctrl,RPE1,31,23,11485
hepg2,MAX+ctrl,RPE1,85,43,11485
hepg2,MCM2+ctrl,RPE1,41,28,11485
hepg2,MCM3+ctrl,RPE1,179,52,11485
hepg2,MCM3AP+ctrl,RPE1,70,41,11485
hepg2,MCM4+ctrl,RPE1,36,26,11485
hepg2,MCM6+ctrl,RPE1,120,52,11485
hepg2,MED11+ctrl,RPE1,32,23,11485
hepg2,MED19+ctrl,RPE1,195,54,11485
hepg2,MED29+ctrl,RPE1,29,24,11485
hepg2,MED4+ctrl,RPE1,59,36,11485
hepg2,MIOS+ctrl,RPE1,130,49,11485
hepg2,MNAT1+ctrl,RPE1,76,41,11485
hepg2,MPHOSPH10+ctrl,RPE1,27,22,11485
hepg2,MRGBP+ctrl,RPE1,32,22,11485
hepg2,MRPL36+ctrl,RPE1,1565,56,11485
hepg2,MRPL38+ctrl,RPE1,256,55,11485
hepg2,MYBBP1A+ctrl,RPE1,31,23,11485
hepg2,MYBL2+ctrl,RPE1,877,56,11485
hepg2,NAA10+ctrl,RPE1,58,39,11485
hepg2,NAA20+ctrl,RPE1,89,43,11485
hepg2,NACA+ctrl,RPE1,25,19,11485
hepg2,NCBP2+ctrl,RPE1,34,25,11485
hepg2,NDUFA2+ctrl,RPE1,29,23,11485
hepg2,NELFA+ctrl,RPE1,60,34,11485
hepg2,NELFCD+ctrl,RPE1,111,50,11485
hepg2,NFRKB+ctrl,RPE1,148,51,11485
hepg2,NFS1+ctrl,RPE1,56,32,11485
hepg2,NOC3L+ctrl,RPE1,40,29,11485
hepg2,NOL11+ctrl,RPE1,29,21,11485
hepg2,NOL12+ctrl,RPE1,28,21,11485
hepg2,NOL8+ctrl,RPE1,37,29,11485
hepg2,NRBP1+ctrl,RPE1,149,53,11485
hepg2,NRDE2+ctrl,RPE1,46,30,11485
hepg2,NUBP1+ctrl,RPE1,37,29,11485
hepg2,NUP133+ctrl,RPE1,106,47,11485
hepg2,NUP160+ctrl,RPE1,62,39,11485
hepg2,NUP54+ctrl,RPE1,79,41,11485
hepg2,NUP85+ctrl,RPE1,74,42,11485
hepg2,NUTF2+ctrl,RPE1,55,36,11485
hepg2,OGFOD1+ctrl,RPE1,52,32,11485
hepg2,OPA1+ctrl,RPE1,60,32,11485
hepg2,ORC1+ctrl,RPE1,56,32,11485
hepg2,PABPN1+ctrl,RPE1,36,24,11485
hepg2,PAF1+ctrl,RPE1,67,35,11485
hepg2,PAM16+ctrl,RPE1,72,37,11485
hepg2,PAXBP1+ctrl,RPE1,138,50,11485
hepg2,PCID2+ctrl,RPE1,145,52,11485
hepg2,PDAP1+ctrl,RPE1,36,28,11485
hepg2,PDCD2+ctrl,RPE1,29,23,11485
hepg2,PDCD7+ctrl,RPE1,32,25,11485
hepg2,PDRG1+ctrl,RPE1,27,19,11485
hepg2,PELP1+ctrl,RPE1,70,41,11485
hepg2,PET117+ctrl,RPE1,154,54,11485
hepg2,PFDN2+ctrl,RPE1,39,30,11485
hepg2,PHAX+ctrl,RPE1,108,49,11485
hepg2,PHB2+ctrl,RPE1,57,33,11485
hepg2,PMPCB+ctrl,RPE1,145,51,11485
hepg2,PNN+ctrl,RPE1,66,40,11485
hepg2,POLA1+ctrl,RPE1,53,35,11485
hepg2,POLA2+ctrl,RPE1,43,31,11485
hepg2,POLD2+ctrl,RPE1,97,48,11485
hepg2,POLR2F+ctrl,RPE1,53,34,11485
hepg2,POLR2I+ctrl,RPE1,143,52,11485
hepg2,POLR3D+ctrl,RPE1,30,22,11485
hepg2,POLR3E+ctrl,RPE1,40,28,11485
hepg2,POLR3F+ctrl,RPE1,37,27,11485
hepg2,POLRMT+ctrl,RPE1,212,56,11485
hepg2,POP4+ctrl,RPE1,40,27,11485
hepg2,POP5+ctrl,RPE1,37,27,11485
hepg2,POP7+ctrl,RPE1,56,32,11485
hepg2,PPIH+ctrl,RPE1,36,31,11485
hepg2,PPIL4+ctrl,RPE1,86,47,11485
hepg2,PPP1R11+ctrl,RPE1,47,32,11485
hepg2,PPP1R8+ctrl,RPE1,142,52,11485
hepg2,PPP2R1A+ctrl,RPE1,215,54,11485
hepg2,PRIM2+ctrl,RPE1,31,27,11485
hepg2,PRMT1+ctrl,RPE1,36,28,11485
hepg2,PRMT5+ctrl,RPE1,126,50,11485
hepg2,PRPF18+ctrl,RPE1,59,34,11485
hepg2,PRRC2A+ctrl,RPE1,147,52,11485
hepg2,PSMA2+ctrl,RPE1,18,17,11485
hepg2,PSMA3+ctrl,RPE1,35,28,11485
hepg2,PSMA6+ctrl,RPE1,21,19,11485
hepg2,PSMB2+ctrl,RPE1,49,32,11485
hepg2,PSMB3+ctrl,RPE1,35,25,11485
hepg2,PSMB6+ctrl,RPE1,57,37,11485
hepg2,PSMC1+ctrl,RPE1,68,39,11485
hepg2,PSMC2+ctrl,RPE1,34,26,11485
hepg2,PSMC4+ctrl,RPE1,26,19,11485
hepg2,PSMD1+ctrl,RPE1,21,18,11485
hepg2,PSMD11+ctrl,RPE1,16,14,11485
hepg2,PSMD12+ctrl,RPE1,15,12,11485
hepg2,PSMD4+ctrl,RPE1,22,21,11485
hepg2,PSMD6+ctrl,RPE1,26,18,11485
hepg2,PTCD1+ctrl,RPE1,71,43,11485
hepg2,QARS+ctrl,RPE1,78,41,11485
hepg2,RABGGTA+ctrl,RPE1,189,55,11485
hepg2,RAN+ctrl,RPE1,50,36,11485
hepg2,RARS2+ctrl,RPE1,132,51,11485
hepg2,RBBP4+ctrl,RPE1,48,32,11485
hepg2,RBM17+ctrl,RPE1,40,25,11485
hepg2,RBM25+ctrl,RPE1,32,25,11485
hepg2,RBM39+ctrl,RPE1,41,32,11485
hepg2,RBM42+ctrl,RPE1,46,29,11485
hepg2,RBM48+ctrl,RPE1,33,22,11485
hepg2,RCL1+ctrl,RPE1,38,29,11485
hepg2,RFC2+ctrl,RPE1,77,42,11485
hepg2,RFC4+ctrl,RPE1,35,26,11485
hepg2,RFC5+ctrl,RPE1,42,33,11485
hepg2,RINT1+ctrl,RPE1,72,41,11485
hepg2,RNASEH2C+ctrl,RPE1,129,51,11485
hepg2,RNF113A+ctrl,RPE1,59,30,11485
hepg2,RNF20+ctrl,RPE1,147,52,11485
hepg2,RNMT+ctrl,RPE1,69,39,11485
hepg2,RNPS1+ctrl,RPE1,27,20,11485
hepg2,RPA1+ctrl,RPE1,64,38,11485
hepg2,RPAP1+ctrl,RPE1,37,28,11485
hepg2,RPL10+ctrl,RPE1,71,39,11485
hepg2,RPL11+ctrl,RPE1,57,33,11485
hepg2,RPL12+ctrl,RPE1,73,38,11485
hepg2,RPL14+ctrl,RPE1,42,27,11485
hepg2,RPL17+ctrl,RPE1,59,32,11485
hepg2,RPL18+ctrl,RPE1,56,36,11485
hepg2,RPL21+ctrl,RPE1,27,23,11485
hepg2,RPL23A+ctrl,RPE1,43,31,11485
hepg2,RPL26+ctrl,RPE1,49,31,11485
hepg2,RPL32+ctrl,RPE1,64,42,11485
hepg2,RPL34+ctrl,RPE1,31,23,11485
hepg2,RPL35+ctrl,RPE1,66,42,11485
hepg2,RPL35A+ctrl,RPE1,96,49,11485
hepg2,RPL37A+ctrl,RPE1,68,39,11485
hepg2,RPL38+ctrl,RPE1,27,18,11485
hepg2,RPL39+ctrl,RPE1,40,30,11485
hepg2,RPL4+ctrl,RPE1,60,33,11485
hepg2,RPL5+ctrl,RPE1,57,30,11485
hepg2,RPL7+ctrl,RPE1,117,47,11485
hepg2,RPL9+ctrl,RPE1,42,33,11485
hepg2,RPLP0+ctrl,RPE1,96,46,11485
hepg2,RPP30+ctrl,RPE1,36,22,11485
hepg2,RPS10+ctrl,RPE1,17,14,11485
hepg2,RPS15+ctrl,RPE1,40,28,11485
hepg2,RPS15A+ctrl,RPE1,26,20,11485
hepg2,RPS19BP1+ctrl,RPE1,25,19,11485
hepg2,RPS2+ctrl,RPE1,50,31,11485
hepg2,RPS20+ctrl,RPE1,29,20,11485
hepg2,RPS24+ctrl,RPE1,32,28,11485
hepg2,RPS27+ctrl,RPE1,55,35,11485
hepg2,RPS27A+ctrl,RPE1,65,40,11485
hepg2,RPS29+ctrl,RPE1,41,29,11485
hepg2,RPS3+ctrl,RPE1,42,28,11485
hepg2,RPS3A+ctrl,RPE1,36,25,11485
hepg2,RPS6+ctrl,RPE1,49,33,11485
hepg2,RPTOR+ctrl,RPE1,30,22,11485
hepg2,RRN3+ctrl,RPE1,42,29,11485
hepg2,RRP12+ctrl,RPE1,28,24,11485
hepg2,RSL1D1+ctrl,RPE1,75,38,11485
hepg2,RTF1+ctrl,RPE1,44,29,11485
hepg2,RUVBL1+ctrl,RPE1,103,41,11485
hepg2,SAMM50+ctrl,RPE1,43,27,11485
hepg2,SARS2+ctrl,RPE1,108,52,11485
hepg2,SART3+ctrl,RPE1,233,55,11485
hepg2,SBNO1+ctrl,RPE1,156,53,11485
hepg2,SCAF1+ctrl,RPE1,62,39,11485
hepg2,SCFD1+ctrl,RPE1,62,40,11485
hepg2,SDAD1+ctrl,RPE1,36,27,11485
hepg2,SDC1+ctrl,RPE1,78,43,11485
hepg2,SDHC+ctrl,RPE1,47,35,11485
hepg2,SETD1A+ctrl,RPE1,78,47,11485
hepg2,SETDB1+ctrl,RPE1,121,48,11485
hepg2,SF1+ctrl,RPE1,29,21,11485
hepg2,SF3A2+ctrl,RPE1,136,52,11485
hepg2,SF3B5+ctrl,RPE1,62,35,11485
hepg2,SFPQ+ctrl,RPE1,76,40,11485
hepg2,SFSWAP+ctrl,RPE1,29,22,11485
hepg2,SKA3+ctrl,RPE1,63,36,11485
hepg2,SLBP+ctrl,RPE1,35,26,11485
hepg2,SLC39A9+ctrl,RPE1,115,49,11485
hepg2,SLC7A6OS+ctrl,RPE1,106,49,11485
hepg2,SLU7+ctrl,RPE1,72,39,11485
hepg2,SMC1A+ctrl,RPE1,88,44,11485
hepg2,SMC4+ctrl,RPE1,38,25,11485
hepg2,SMG5+ctrl,RPE1,462,56,11485
hepg2,SMN2+ctrl,RPE1,424,56,11485
hepg2,SNAPC1+ctrl,RPE1,48,34,11485
hepg2,SNIP1+ctrl,RPE1,46,30,11485
hepg2,SNRNP200+ctrl,RPE1,95,48,11485
hepg2,SNRNP70+ctrl,RPE1,39,29,11485
hepg2,SNRPB+ctrl,RPE1,38,27,11485
hepg2,SNRPC+ctrl,RPE1,96,46,11485
hepg2,SNRPD1+ctrl,RPE1,42,28,11485
hepg2,SNRPD3+ctrl,RPE1,34,28,11485
hepg2,SNRPF+ctrl,RPE1,34,26,11485
hepg2,SPCS3+ctrl,RPE1,128,50,11485
hepg2,SRBD1+ctrl,RPE1,53,38,11485
hepg2,SRRM1+ctrl,RPE1,53,36,11485
hepg2,SRRM2+ctrl,RPE1,56,35,11485
hepg2,SRSF1+ctrl,RPE1,27,21,11485
hepg2,SRSF7+ctrl,RPE1,137,51,11485
hepg2,SSU72+ctrl,RPE1,226,55,11485
hepg2,STRAP+ctrl,RPE1,66,40,11485
hepg2,SUGP1+ctrl,RPE1,27,19,11485
hepg2,SUPT16H+ctrl,RPE1,26,19,11485
hepg2,SURF6+ctrl,RPE1,33,27,11485
hepg2,TADA3+ctrl,RPE1,60,35,11485
hepg2,TAF10+ctrl,RPE1,23,18,11485
hepg2,TAF6+ctrl,RPE1,75,40,11485
hepg2,TAF7+ctrl,RPE1,38,24,11485
hepg2,TBCB+ctrl,RPE1,37,29,11485
hepg2,TCERG1+ctrl,RPE1,60,38,11485
hepg2,TCOF1+ctrl,RPE1,32,25,11485
hepg2,TERF2+ctrl,RPE1,61,40,11485
hepg2,THAP11+ctrl,RPE1,144,52,11485
hepg2,THOC7+ctrl,RPE1,146,52,11485
hepg2,TIMM13+ctrl,RPE1,114,48,11485
hepg2,TIMM23B+ctrl,RPE1,343,56,11485
hepg2,TIMM44+ctrl,RPE1,50,34,11485
hepg2,TIMM9+ctrl,RPE1,37,28,11485
hepg2,TMX2+ctrl,RPE1,137,49,11485
hepg2,TOMM22+ctrl,RPE1,103,51,11485
hepg2,TOP1+ctrl,RPE1,36,26,11485
hepg2,TPR+ctrl,RPE1,116,51,11485
hepg2,TPX2+ctrl,RPE1,25,17,11485
hepg2,TRA2B+ctrl,RPE1,90,45,11485
hepg2,TRMT112+ctrl,RPE1,58,38,11485
hepg2,TRMT5+ctrl,RPE1,59,36,11485
hepg2,TSEN2+ctrl,RPE1,85,43,11485
hepg2,TSR1+ctrl,RPE1,145,51,11485
hepg2,TTI1+ctrl,RPE1,80,45,11485
hepg2,TTK+ctrl,RPE1,76,40,11485
hepg2,TUBGCP2+ctrl,RPE1,154,52,11485
hepg2,U2SURP+ctrl,RPE1,35,26,11485
hepg2,UBA1+ctrl,RPE1,61,37,11485
hepg2,UBA52+ctrl,RPE1,110,44,11485
hepg2,UBAP1+ctrl,RPE1,30,22,11485
hepg2,UBL5+ctrl,RPE1,114,48,11485
hepg2,UBQLN4+ctrl,RPE1,46,32,11485
hepg2,UFM1+ctrl,RPE1,43,31,11485
hepg2,UPF1+ctrl,RPE1,46,30,11485
hepg2,UPF2+ctrl,RPE1,104,46,11485
hepg2,USP39+ctrl,RPE1,98,44,11485
hepg2,UTP20+ctrl,RPE1,31,25,11485
hepg2,UTP23+ctrl,RPE1,48,33,11485
hepg2,UXT+ctrl,RPE1,62,33,11485
hepg2,WAC+ctrl,RPE1,91,46,11485
hepg2,WBP11+ctrl,RPE1,109,47,11485
hepg2,WDHD1+ctrl,RPE1,40,30,11485
hepg2,WDR12+ctrl,RPE1,41,29,11485
hepg2,WDR33+ctrl,RPE1,32,25,11485
hepg2,XRCC5+ctrl,RPE1,54,32,11485
hepg2,YEATS2+ctrl,RPE1,69,39,11485
hepg2,YTHDC1+ctrl,RPE1,184,52,11485
hepg2,ZBTB17+ctrl,RPE1,282,56,11485
hepg2,ZCRB1+ctrl,RPE1,75,39,11485
hepg2,ZFC3H1+ctrl,RPE1,83,41,11485
hepg2,ZMAT2+ctrl,RPE1,192,52,11485
hepg2,ZMAT5+ctrl,RPE1,50,36,11485
hepg2,ZNF236+ctrl,RPE1,101,46,11485
hepg2,ZNF574+ctrl,RPE1,154,53,11485
hepg2,AARS+ctrl,jurkat,54,35,12013
hepg2,ABCE1+ctrl,jurkat,41,27,12013
hepg2,ABCF1+ctrl,jurkat,93,45,12013
hepg2,ABT1+ctrl,jurkat,152,51,12013
hepg2,ACTB+ctrl,jurkat,128,48,12013
hepg2,ACTR6+ctrl,jurkat,100,46,12013
hepg2,AHCTF1+ctrl,jurkat,23,18,12013
hepg2,AKIRIN2+ctrl,jurkat,63,38,12013
hepg2,ALG13+ctrl,jurkat,98,45,12013
hepg2,ARGLU1+ctrl,jurkat,54,35,12013
hepg2,ARL2+ctrl,jurkat,39,26,12013
hepg2,ATP6V0B+ctrl,jurkat,27,21,12013
hepg2,ATP6V1A+ctrl,jurkat,26,21,12013
hepg2,ATR+ctrl,jurkat,119,51,12013
hepg2,ATRIP+ctrl,jurkat,52,37,12013
hepg2,BDP1+ctrl,jurkat,52,31,12013
hepg2,BRIX1+ctrl,jurkat,126,49,12013
hepg2,BUB3+ctrl,jurkat,21,17,12013
hepg2,BYSL+ctrl,jurkat,100,45,12013
hepg2,CCDC59+ctrl,jurkat,187,53,12013
hepg2,CCNH+ctrl,jurkat,216,51,12013
hepg2,CCT4+ctrl,jurkat,46,31,12013
hepg2,CCT7+ctrl,jurkat,31,25,12013
hepg2,CD3EAP+ctrl,jurkat,170,49,12013
hepg2,CDC123+ctrl,jurkat,39,28,12013
hepg2,CDC5L+ctrl,jurkat,21,20,12013
hepg2,CDC73+ctrl,jurkat,22,19,12013
hepg2,CEP192+ctrl,jurkat,29,24,12013
hepg2,CHCHD4+ctrl,jurkat,158,49,12013
hepg2,CHD4+ctrl,jurkat,69,39,12013
hepg2,CHEK1+ctrl,jurkat,21,20,12013
hepg2,CMTR1+ctrl,jurkat,86,44,12013
hepg2,CNOT2+ctrl,jurkat,151,54,12013
hepg2,COPS2+ctrl,jurkat,55,32,12013
hepg2,COPS4+ctrl,jurkat,73,43,12013
hepg2,COX11+ctrl,jurkat,242,54,12013
hepg2,COX7C+ctrl,jurkat,105,43,12013
hepg2,CPSF1+ctrl,jurkat,121,48,12013
hepg2,CPSF3+ctrl,jurkat,337,55,12013
hepg2,CPSF4+ctrl,jurkat,108,48,12013
hepg2,CPSF6+ctrl,jurkat,47,34,12013
hepg2,CSE1L+ctrl,jurkat,36,27,12013
hepg2,CSNK1A1+ctrl,jurkat,93,49,12013
hepg2,CSNK2B+ctrl,jurkat,121,49,12013
hepg2,CSTF3+ctrl,jurkat,49,34,12013
hepg2,CUL2+ctrl,jurkat,102,42,12013
hepg2,CWC15+ctrl,jurkat,28,18,12013
hepg2,CWF19L2+ctrl,jurkat,102,43,12013
hepg2,DAP3+ctrl,jurkat,96,45,12013
hepg2,DARS+ctrl,jurkat,30,26,12013
hepg2,DDB1+ctrl,jurkat,80,42,12013
hepg2,DDX10+ctrl,jurkat,124,48,12013
hepg2,DDX18+ctrl,jurkat,78,40,12013
hepg2,DDX23+ctrl,jurkat,51,35,12013
hepg2,DDX46+ctrl,jurkat,113,44,12013
hepg2,DDX5+ctrl,jurkat,149,52,12013
hepg2,DDX52+ctrl,jurkat,213,54,12013
hepg2,DDX55+ctrl,jurkat,385,55,12013
hepg2,DENR+ctrl,jurkat,52,33,12013
hepg2,DHX16+ctrl,jurkat,81,45,12013
hepg2,DHX33+ctrl,jurkat,113,45,12013
hepg2,DHX36+ctrl,jurkat,106,46,12013
hepg2,DHX37+ctrl,jurkat,131,48,12013
hepg2,DKC1+ctrl,jurkat,91,40,12013
hepg2,DLD+ctrl,jurkat,47,31,12013
hepg2,DMAP1+ctrl,jurkat,33,24,12013
hepg2,DNAJC17+ctrl,jurkat,79,40,12013
hepg2,DNAJC8+ctrl,jurkat,124,53,12013
hepg2,DNM1L+ctrl,jurkat,41,28,12013
hepg2,DNMT1+ctrl,jurkat,155,51,12013
hepg2,DNTTIP2+ctrl,jurkat,65,36,12013
hepg2,DR1+ctrl,jurkat,55,38,12013
hepg2,DTL+ctrl,jurkat,25,18,12013
hepg2,DYNC1H1+ctrl,jurkat,15,13,12013
hepg2,DYNC1I2+ctrl,jurkat,39,28,12013
hepg2,EBNA1BP2+ctrl,jurkat,36,24,12013
hepg2,EEF2+ctrl,jurkat,98,47,12013
hepg2,EIF2B1+ctrl,jurkat,249,53,12013
hepg2,EIF2B5+ctrl,jurkat,126,48,12013
hepg2,EIF2S1+ctrl,jurkat,28,21,12013
hepg2,EIF2S2+ctrl,jurkat,25,22,12013
hepg2,EIF2S3+ctrl,jurkat,24,19,12013
hepg2,EIF3B+ctrl,jurkat,124,50,12013
hepg2,EIF3E+ctrl,jurkat,33,24,12013
hepg2,EIF3I+ctrl,jurkat,61,34,12013
hepg2,EIF3J+ctrl,jurkat,82,41,12013
hepg2,EIF4E+ctrl,jurkat,53,33,12013
hepg2,EIF4G2+ctrl,jurkat,109,50,12013
hepg2,EIF5+ctrl,jurkat,32,29,12013
hepg2,EIF6+ctrl,jurkat,114,46,12013
hepg2,ERCC2+ctrl,jurkat,89,46,12013
hepg2,ESF1+ctrl,jurkat,193,54,12013
hepg2,ETF1+ctrl,jurkat,40,31,12013
hepg2,EXOC7+ctrl,jurkat,90,47,12013
hepg2,EXOSC10+ctrl,jurkat,53,30,12013
hepg2,EXOSC2+ctrl,jurkat,114,46,12013
hepg2,EXOSC3+ctrl,jurkat,117,49,12013
hepg2,EXOSC7+ctrl,jurkat,67,41,12013
hepg2,FAM136A+ctrl,jurkat,462,55,12013
hepg2,FAM32A+ctrl,jurkat,27,22,12013
hepg2,FARSA+ctrl,jurkat,128,49,12013
hepg2,FBL+ctrl,jurkat,42,32,12013
hepg2,FTSJ3+ctrl,jurkat,42,30,12013
hepg2,GARS+ctrl,jurkat,99,45,12013
hepg2,GFER+ctrl,jurkat,110,45,12013
hepg2,GFM1+ctrl,jurkat,1353,55,12013
hepg2,GINS2+ctrl,jurkat,155,47,12013
hepg2,GLE1+ctrl,jurkat,27,19,12013
hepg2,GMPS+ctrl,jurkat,38,31,12013
hepg2,GNL3+ctrl,jurkat,123,49,12013
hepg2,GNL3L+ctrl,jurkat,69,37,12013
hepg2,GPN1+ctrl,jurkat,50,32,12013
hepg2,GPN3+ctrl,jurkat,179,54,12013
hepg2,GRSF1+ctrl,jurkat,96,44,12013
hepg2,GTF2B+ctrl,jurkat,43,35,12013
hepg2,GTF2E1+ctrl,jurkat,65,36,12013
hepg2,GTF2F2+ctrl,jurkat,117,51,12013
hepg2,HGS+ctrl,jurkat,29,22,12013
hepg2,HMGCS1+ctrl,jurkat,126,49,12013
hepg2,HNRNPH1+ctrl,jurkat,41,28,12013
hepg2,HNRNPM+ctrl,jurkat,73,41,12013
hepg2,HSPA9+ctrl,jurkat,47,34,12013
hepg2,HSPE1+ctrl,jurkat,149,50,12013
hepg2,IARS+ctrl,jurkat,55,31,12013
hepg2,ICE1+ctrl,jurkat,40,31,12013
hepg2,IGBP1+ctrl,jurkat,68,40,12013
hepg2,ILF2+ctrl,jurkat,76,42,12013
hepg2,IMPDH2+ctrl,jurkat,97,42,12013
hepg2,INO80B+ctrl,jurkat,125,47,12013
hepg2,INTS3+ctrl,jurkat,87,44,12013
hepg2,INTS4+ctrl,jurkat,64,36,12013
hepg2,INTS9+ctrl,jurkat,144,50,12013
hepg2,IPO9+ctrl,jurkat,137,50,12013
hepg2,ISG20L2+ctrl,jurkat,79,39,12013
hepg2,KANSL1+ctrl,jurkat,60,36,12013
hepg2,KAT8+ctrl,jurkat,94,37,12013
hepg2,KRI1+ctrl,jurkat,165,51,12013
hepg2,KRR1+ctrl,jurkat,83,43,12013
hepg2,LAS1L+ctrl,jurkat,150,53,12013
hepg2,LETM1+ctrl,jurkat,150,49,12013
hepg2,LSG1+ctrl,jurkat,162,52,12013
hepg2,LSM3+ctrl,jurkat,116,49,12013
hepg2,LSM4+ctrl,jurkat,34,27,12013
hepg2,LSM5+ctrl,jurkat,61,35,12013
hepg2,LSM6+ctrl,jurkat,50,33,12013
hepg2,LSM7+ctrl,jurkat,67,38,12013
hepg2,MAD2L1+ctrl,jurkat,51,32,12013
hepg2,MAK16+ctrl,jurkat,51,37,12013
hepg2,MARS+ctrl,jurkat,74,42,12013
hepg2,MAX+ctrl,jurkat,73,42,12013
hepg2,MCM2+ctrl,jurkat,111,47,12013
hepg2,MCM3+ctrl,jurkat,284,53,12013
hepg2,MCM3AP+ctrl,jurkat,25,21,12013
