name,wos_name,field,track,track_cn,verdict_a,verdict_b,verdict_a_cn,verdict_b_cn,cas_note,publishes,a_ask,b_ask,a_why,b_why,we_have,we_lack,b_have,b_lack,source_opened,profile_origin,official_scope_verified,care_a,care_b
Natural Language Engineering,Natural Language Engineering,CS_AI,other,其他学科,off_track,off_track,学科不对轨,学科不对轨,本表不把分区写成录用保证。投稿前以学院指定查询系统为准。,Natural Language Engineering 出现在本次打开的完整名单里，学科来源：计算机科学人工智能。按刊名和栏目，它日常刊登的是其他学科：刊名和栏目都不指向单细胞扰动预测或训练加权。评价时必须把两条业务拆开：业务A是预测后给任务打风险分（SafeConf，E201 有 Spearman 0.4082），业务B是用源域风险给 TxPert 重新加权训练（E204 没有 80 轮正式效果）。不能用一句“生信刊都能投”或“都不对轨”代替逐本判断。,这本杂志会不会把业务A当成自己栏目里的方法/评价稿。,这本杂志会不会把业务B当成训练/算法增量稿。,Natural Language Engineering：A=学科不对轨；B=学科不对轨,业务B判定：学科不对轨。,没有对口的业务A稿件。,学科不对轨。补 E204 也填不上业务A。,没有对口的业务B稿件。,学科不对轨。做出训练效果也填不上业务B。,2026-09-07 打开 计算机科学人工智能 完整名单,title_category_rule,not_recorded,"0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0"
Natural Language Processing,Natural Language Processing,CS_AI,other,其他学科,off_track,off_track,学科不对轨,学科不对轨,本表不把分区写成录用保证。投稿前以学院指定查询系统为准。,Natural Language Processing 出现在本次打开的完整名单里，学科来源：计算机科学人工智能。按刊名和栏目，它日常刊登的是其他学科：刊名和栏目都不指向单细胞扰动预测或训练加权。评价时必须把两条业务拆开：业务A是预测后给任务打风险分（SafeConf，E201 有 Spearman 0.4082），业务B是用源域风险给 TxPert 重新加权训练（E204 没有 80 轮正式效果）。不能用一句“生信刊都能投”或“都不对轨”代替逐本判断。,这本杂志会不会把业务A当成自己栏目里的方法/评价稿。,这本杂志会不会把业务B当成训练/算法增量稿。,Natural Language Processing：A=学科不对轨；B=学科不对轨,业务B判定：学科不对轨。,没有对口的业务A稿件。,学科不对轨。补 E204 也填不上业务A。,没有对口的业务B稿件。,学科不对轨。做出训练效果也填不上业务B。,2026-09-07 打开 计算机科学人工智能 完整名单,title_category_rule,not_recorded,"0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0"
Nature Cell Biology,Nature Cell Biology,CELL,wet_lab,湿实验方法,off_track,off_track,学科不对轨,学科不对轨,本表不把分区写成录用保证。投稿前以学院指定查询系统为准。,Nature Cell Biology 出现在本次打开的完整名单里，学科来源：Cell/Nature 家族交叉补入。按刊名和栏目，它日常刊登的是湿实验方法：实验室可执行的新实验方案、试剂或装置。评价时必须把两条业务拆开：业务A是预测后给任务打风险分（SafeConf，E201 有 Spearman 0.4082），业务B是用源域风险给 TxPert 重新加权训练（E204 没有 80 轮正式效果）。不能用一句“生信刊都能投”或“都不对轨”代替逐本判断。,这本杂志会不会把业务A当成自己栏目里的方法/评价稿。,这本杂志会不会把业务B当成训练/算法增量稿。,Nature Cell Biology：A=学科不对轨；B=学科不对轨,业务B判定：学科不对轨。,没有对口的业务A稿件。,学科不对轨。补 E204 也填不上业务A。,没有对口的业务B稿件。,学科不对轨。做出训练效果也填不上业务B。,Cell/Nature 家族交叉补入,title_category_rule,not_recorded,"0,0,0,0,0,0,0,2","0,0,0,0,0,0,0,2"
Nature Human Behaviour,Nature Human Behaviour,MULTI,other,其他学科,off_track,off_track,学科不对轨,学科不对轨,本表不把分区写成录用保证。投稿前以学院指定查询系统为准。,Nature Human Behaviour 出现在本次打开的完整名单里，学科来源：多学科科学。按刊名和栏目，它日常刊登的是其他学科：刊名和栏目都不指向单细胞扰动预测或训练加权。评价时必须把两条业务拆开：业务A是预测后给任务打风险分（SafeConf，E201 有 Spearman 0.4082），业务B是用源域风险给 TxPert 重新加权训练（E204 没有 80 轮正式效果）。不能用一句“生信刊都能投”或“都不对轨”代替逐本判断。,这本杂志会不会把业务A当成自己栏目里的方法/评价稿。,这本杂志会不会把业务B当成训练/算法增量稿。,Nature Human Behaviour：A=学科不对轨；B=学科不对轨,业务B判定：学科不对轨。,没有对口的业务A稿件。,学科不对轨。补 E204 也填不上业务A。,没有对口的业务B稿件。,学科不对轨。做出训练效果也填不上业务B。,2026-09-07 打开 多学科科学 完整名单,title_category_rule,not_recorded,"0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0"
Nature Protocols,Nature Protocols,BRM,other,其他学科,off_track,off_track,学科不对轨,学科不对轨,本表不把分区写成录用保证。投稿前以学院指定查询系统为准。,Nature Protocols 出现在本次打开的完整名单里，学科来源：生化研究方法。按刊名和栏目，它日常刊登的是其他学科：刊名和栏目都不指向单细胞扰动预测或训练加权。逐步实验方案，不是研究论文。评价时必须把两条业务拆开：业务A是预测后给任务打风险分（SafeConf，E201 有 Spearman 0.4082），业务B是用源域风险给 TxPert 重新加权训练（E204 没有 80 轮正式效果）。不能用一句“生信刊都能投”或“都不对轨”代替逐本判断。,这本杂志会不会把业务A当成自己栏目里的方法/评价稿。,这本杂志会不会把业务B当成训练/算法增量稿。,Nature Protocols：A=学科不对轨；B=学科不对轨,业务B判定：学科不对轨。,没有对口的业务A稿件。,学科不对轨。补 E204 也填不上业务A。,没有对口的业务B稿件。,学科不对轨。做出训练效果也填不上业务B。,2026-09-07 打开 生化研究方法 完整名单,title_category_rule,not_recorded,"0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0"
Naturwissenschaften,NATURWISSENSCHAFTEN,MULTI,other,其他学科,off_track,off_track,学科不对轨,学科不对轨,本表不把分区写成录用保证。投稿前以学院指定查询系统为准。,Naturwissenschaften 出现在本次打开的完整名单里，学科来源：多学科科学。按刊名和栏目，它日常刊登的是其他学科：刊名和栏目都不指向单细胞扰动预测或训练加权。评价时必须把两条业务拆开：业务A是预测后给任务打风险分（SafeConf，E201 有 Spearman 0.4082），业务B是用源域风险给 TxPert 重新加权训练（E204 没有 80 轮正式效果）。不能用一句“生信刊都能投”或“都不对轨”代替逐本判断。,这本杂志会不会把业务A当成自己栏目里的方法/评价稿。,这本杂志会不会把业务B当成训练/算法增量稿。,Naturwissenschaften：A=学科不对轨；B=学科不对轨,业务B判定：学科不对轨。,没有对口的业务A稿件。,学科不对轨。补 E204 也填不上业务A。,没有对口的业务B稿件。,学科不对轨。做出训练效果也填不上业务B。,2026-09-07 打开 多学科科学 完整名单,title_category_rule,not_recorded,"0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0"
Network-Computation in Neural Systems,NETWORK-COMPUTATION IN NEURAL SYSTEMS,CS_AI,other,其他学科,off_track,off_track,学科不对轨,学科不对轨,本表不把分区写成录用保证。投稿前以学院指定查询系统为准。,Network-Computation in Neural Systems 出现在本次打开的完整名单里，学科来源：计算机科学人工智能。按刊名和栏目，它日常刊登的是其他学科：刊名和栏目都不指向单细胞扰动预测或训练加权。评价时必须把两条业务拆开：业务A是预测后给任务打风险分（SafeConf，E201 有 Spearman 0.4082），业务B是用源域风险给 TxPert 重新加权训练（E204 没有 80 轮正式效果）。不能用一句“生信刊都能投”或“都不对轨”代替逐本判断。,这本杂志会不会把业务A当成自己栏目里的方法/评价稿。,这本杂志会不会把业务B当成训练/算法增量稿。,Network-Computation in Neural Systems：A=学科不对轨；B=学科不对轨,业务B判定：学科不对轨。,没有对口的业务A稿件。,学科不对轨。补 E204 也填不上业务A。,没有对口的业务B稿件。,学科不对轨。做出训练效果也填不上业务B。,2026-09-07 打开 计算机科学人工智能 完整名单,title_category_rule,not_recorded,"0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0"
Neural Computation,NEURAL COMPUTATION,CS_AI,other,其他学科,off_track,off_track,学科不对轨,学科不对轨,本表不把分区写成录用保证。投稿前以学院指定查询系统为准。,Neural Computation 出现在本次打开的完整名单里，学科来源：计算机科学人工智能。按刊名和栏目，它日常刊登的是其他学科：刊名和栏目都不指向单细胞扰动预测或训练加权。评价时必须把两条业务拆开：业务A是预测后给任务打风险分（SafeConf，E201 有 Spearman 0.4082），业务B是用源域风险给 TxPert 重新加权训练（E204 没有 80 轮正式效果）。不能用一句“生信刊都能投”或“都不对轨”代替逐本判断。,这本杂志会不会把业务A当成自己栏目里的方法/评价稿。,这本杂志会不会把业务B当成训练/算法增量稿。,Neural Computation：A=学科不对轨；B=学科不对轨,业务B判定：学科不对轨。,没有对口的业务A稿件。,学科不对轨。补 E204 也填不上业务A。,没有对口的业务B稿件。,学科不对轨。做出训练效果也填不上业务B。,2026-09-07 打开 计算机科学人工智能 完整名单,title_category_rule,not_recorded,"0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0"
Neural Computing & Applications,NEURAL COMPUTING & APPLICATIONS,CS_AI,other,其他学科,off_track,off_track,学科不对轨,学科不对轨,本表不把分区写成录用保证。投稿前以学院指定查询系统为准。,Neural Computing & Applications 出现在本次打开的完整名单里，学科来源：计算机科学人工智能。按刊名和栏目，它日常刊登的是其他学科：刊名和栏目都不指向单细胞扰动预测或训练加权。评价时必须把两条业务拆开：业务A是预测后给任务打风险分（SafeConf，E201 有 Spearman 0.4082），业务B是用源域风险给 TxPert 重新加权训练（E204 没有 80 轮正式效果）。不能用一句“生信刊都能投”或“都不对轨”代替逐本判断。,这本杂志会不会把业务A当成自己栏目里的方法/评价稿。,这本杂志会不会把业务B当成训练/算法增量稿。,Neural Computing & Applications：A=学科不对轨；B=学科不对轨,业务B判定：学科不对轨。,没有对口的业务A稿件。,学科不对轨。补 E204 也填不上业务A。,没有对口的业务B稿件。,学科不对轨。做出训练效果也填不上业务B。,2026-09-07 打开 计算机科学人工智能 完整名单,title_category_rule,not_recorded,"0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0"
Neural Network World,Neural Network World,CS_AI,ml,机器学习,off_track,off_track,学科不对轨,学科不对轨,本表不把分区写成录用保证。投稿前以学院指定查询系统为准。,Neural Network World 出现在本次打开的完整名单里，学科来源：计算机科学人工智能。按刊名和栏目，它日常刊登的是机器学习：新的学习算法或理论。评价时必须把两条业务拆开：业务A是预测后给任务打风险分（SafeConf，E201 有 Spearman 0.4082），业务B是用源域风险给 TxPert 重新加权训练（E204 没有 80 轮正式效果）。不能用一句“生信刊都能投”或“都不对轨”代替逐本判断。,这本杂志会不会把业务A当成自己栏目里的方法/评价稿。,这本杂志会不会把业务B当成训练/算法增量稿。,Neural Network World：A=学科不对轨；B=学科不对轨,业务B判定：学科不对轨。,没有对口的业务A稿件。,学科不对轨。补 E204 也填不上业务A。,没有对口的业务B稿件。,学科不对轨。做出训练效果也填不上业务B。,2026-09-07 打开 计算机科学人工智能 完整名单,title_category_rule,not_recorded,"0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0"
